City,Description,Temperature (C),Feels like (C),Minimum Temp (C),Maximum Temp (C),Pressure,Humidity,Wind Speed,Time Of Record,Sunrise (Local Time),Sunset (Local Time),Time of Data Save
Pune,overcast clouds,24.870000000000005,25.480000000000018,24.870000000000005,24.870000000000005,1010,79,3.22,2024-06-14 10:35:49 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 10:40:08 AM
Pune,overcast clouds,24.870000000000005,25.480000000000018,24.870000000000005,24.870000000000005,1010,79,3.22,2024-06-14 10:41:42 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 10:45:05 AM
Pune,overcast clouds,24.870000000000005,25.480000000000018,24.870000000000005,24.870000000000005,1010,79,3.22,2024-06-14 10:47:34 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 10:50:07 AM
Pune,overcast clouds,24.870000000000005,25.480000000000018,24.870000000000005,24.870000000000005,1010,79,3.22,2024-06-14 10:53:53 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 10:55:06 AM
Pune,overcast clouds,27.200000000000045,28.930000000000007,27.200000000000045,27.200000000000045,1009,67,4.14,2024-06-14 11:00:04 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:00:06 AM
Pune,overcast clouds,27.200000000000045,28.930000000000007,27.200000000000045,27.200000000000045,1009,67,4.14,2024-06-14 11:00:04 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:05:05 AM
Pune,overcast clouds,27.200000000000045,28.930000000000007,27.200000000000045,27.200000000000045,1009,67,4.14,2024-06-14 11:00:04 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:10:05 AM
Pune,overcast clouds,27.200000000000045,28.930000000000007,27.200000000000045,27.200000000000045,1009,67,4.14,2024-06-14 11:11:26 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:15:06 AM
Pune,overcast clouds,27.200000000000045,28.930000000000007,27.200000000000045,27.200000000000045,1009,67,4.14,2024-06-14 11:18:39 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:20:06 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:24:29 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:25:06 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:30:07 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:30:13 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:30:21 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:35:06 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:30:07 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:40:09 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:41:47 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:45:10 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:41:47 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:50:05 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:53:36 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 11:55:09 AM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:59:03 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:00:06 PM
Pune,overcast clouds,25.879999999999995,26.480000000000018,25.879999999999995,25.879999999999995,1009,75,4.22,2024-06-14 11:59:03 AM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:05:07 PM
Pune,overcast clouds,28.210000000000036,30.129999999999995,28.210000000000036,28.210000000000036,1008,63,4.97,2024-06-14 12:06:42 PM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:10:06 PM
Pune,overcast clouds,28.210000000000036,30.129999999999995,28.210000000000036,28.210000000000036,1008,63,4.97,2024-06-14 12:06:42 PM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:15:07 PM
Pune,overcast clouds,28.210000000000036,30.129999999999995,28.210000000000036,28.210000000000036,1008,63,4.97,2024-06-14 12:19:17 PM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:20:06 PM
Pune,overcast clouds,28.210000000000036,30.129999999999995,28.210000000000036,28.210000000000036,1008,63,4.97,2024-06-14 12:24:13 PM,2024-06-14 05:57:57 AM,2024-06-14 07:11:56 PM,2024-06-14 12:25:07 PM
Pune,overcast clouds,24.950000000000045,25.80000000000001,24.950000000000045,24.950000000000045,1005,88,2.73,2024-06-27 10:52:12 AM,2024-06-27 06:00:30 AM,2024-06-27 07:14:37 PM,2024-06-27 10:53:39 AM
Pune,overcast clouds,24.950000000000045,25.80000000000001,24.950000000000045,24.950000000000045,1005,88,2.73,2024-06-27 10:52:12 AM,2024-06-27 06:00:30 AM,2024-06-27 07:14:37 PM,2024-06-27 10:55:06 AM
